,text_x,text_predicate,text_y,hypothesis_x,hypothesis_predicate,hypothesis_y,entailment
8108,person,discovered,america,authoritarian dictators,ruled most of,america,False
8109,person,discovered,america,dictators,ruled most of,america,False
8110,person,discovered,america,rupert brooke,letters from,america,False
8111,person,discovered,america,immigrants,brought with them to,america,False
8112,person,discovered,america,america,is a country of,immigrants,False
8113,person,discovered,america,america,has formed with,foreign nations,False
8114,person,discovered,america,columbus,sailed and discovered,america,True
8115,person,discovered,america,all america,is peopled with,spaniards,False
8116,person,discovered,america,columbus,sailed to discover,america,True
8117,person,discovered,america,studies,have been conducted in,america,False
8118,person,discovered,america,morris,had remained in,america,False
8119,person,discovered,america,inhabitants,may have passed into,america,False
8120,person,discovered,america,the loyalists,were the people of,america,False
8121,person,discovered,america,trevelyan,letters from,america,False
8122,person,discovered,america,america,was not discovered by,columbus,False
8123,person,discovered,america,merchants,turned towards,america,False
8124,person,discovered,america,columbus,had not discovered,america,False
8125,person,discovered,america,the necessary plant,had been received from,america,False
8126,person,discovered,america,america,has been a nation of,immigrants,False
8127,person,discovered,america,huntington,as illustrated in,america,False
8128,person,discovered,america,saxons,die out in,america,False
8129,person,discovered,america,adventurers,crowded to,america,False
8130,person,discovered,america,new adventurers,crowded to,america,False
8131,person,discovered,america,the spaniards,filled most of,america,False
8132,person,discovered,america,the spaniards,first came to,america,True
8133,person,discovered,america,christopher columbus,did not discover,america,False
8134,person,discovered,america,london,printed in the states of,america,False
8135,person,discovered,america,a widow,come over from,america,False
8136,person,discovered,australia,convicts,were transported to,australia,False
8137,person,discovered,australia,convicts,escaped from,australia,False
8138,person,discovered,australia,seven convicts,escaped from,australia,False
8139,person,discovered,australia,macarthur,escaped to,australia,False
8140,person,discovered,australia,macarthur,had left for,australia,False
8141,person,discovered,australia,a brother,had emigrated to,australia,False
8142,person,discovered,australia,australia,was discovered by,cook,True
8143,person,discovered,australia,cook,discovered the coast of,australia,True
8144,person,discovered,australia,charles,should go to,australia,False
8145,person,discovered,australia,flinders,circumnavigated,australia,False
8146,person,discovered,australia,cook,sailed along the coast of,australia,False
8147,person,discovered,australia,smith,flew to,australia,False
8148,person,discovered,australia,partners,include,australia,False
8149,person,discovered,australia,elizabeth ii,is queen of,australia,False
8150,person,discovered,australia,australia,was discovered by,captain cook,True
8151,person,discovered,australia,australia,continued to receive,convicts,False
8152,person,discovered,australia,australia,is a nation of,immigrants,False
8153,person,discovered,australia,convicts,were shipped to,australia,False
8154,person,discovered,australia,macarthur,had been ordered to,australia,False
8155,person,discovered,australia,another son,had emigrated to,australia,False
8156,person,discovered,australia,bowler,remains from,australia,False
8157,person,discovered,australia,students,attend at university of,australia,False
8158,person,discovered,australia,convicts,had been sent to,australia,False
8159,person,discovered,australia,macarthur,flew to,australia,False
8160,person,discovered,australia,recipient,must return to,australia,False
8161,person,discovered,australia,cook,explored the coast of,australia,False
8162,person,discovered,australia,the fellow,was married in,australia,False
8163,person,discovered,australia,australia,petitioned for,convicts,False
8164,person,discovered,australia,captain cook,explored the coast of,australia,False
8165,person,discovered,australia,macarthur,fled to,australia,False
8166,person,discovered,australia,a few bushmen,survive in,australia,False
8167,person,discovered,australia,a primitive bushmen,survive in,australia,False
8168,person,discovered,australia,australia,has contributed,many champions,False
8169,person,discovered,australia,australia,has contributed,olympic champions,False
8170,person,discovered,australia,australia,admitted,refugees,False
8171,person,discovered,australia,burke,crossed,australia,False
8172,person,discovered,australia,bushnell,afterwards went to,australia,False
8173,person,discovered,australia,donors,include,australia,False
8174,person,discovered,australia,general macarthur,escaped to,australia,False
8175,person,discovered,australia,george,had never returned to,australia,False
8176,person,discovered,australia,participants,include,australia,False
8177,person,drafted,the constitution,the architects,wrote the words of,the constitution,True
8178,person,drafted,the constitution,policemen,would violate,the constitution,False
8179,person,drafted,the constitution,foster,commentaries on,the constitution,False
8180,person,drafted,the constitution,grimm,does need,a constitution,False
8181,person,drafted,the constitution,the constitution,has given it to,the representatives,False
8182,person,drafted,the constitution,citizens,must abide by,the constitution,False
8183,person,drafted,the constitution,harvey,never had,a constitution,False
8184,person,drafted,the constitution,desperate parties,were in arms against,the constitution,False
8185,person,drafted,the constitution,the constitution,entrusts to,the representatives,False
8186,person,drafted,the constitution,the constitution,entrusts to,the legislative representatives,False
8187,person,drafted,the constitution,no spartan,deliberates about,the constitution,False
8188,person,drafted,the constitution,every citizen,owes allegiance to,the constitution,False
8189,person,drafted,the constitution,all fellows,are the enemies of,the constitution,False
8190,person,drafted,the constitution,all you fellows,are the enemies of,the constitution,False
8191,person,drafted,the constitution,the constitution,protects the right of,all citizens,False
8192,person,drafted,the constitution,this constitution,was fixed by,the citizens,False
8193,person,drafted,the constitution,madison,used to save,the constitution,False
8194,person,drafted,the constitution,free negroes,were not within the meaning of,the constitution,False
8195,person,drafted,the constitution,james madison,used to save,the constitution,False
8196,person,drafted,the constitution,delegates,met to draft,a constitution,True
8197,person,drafted,the constitution,howard,commentaries on,the constitution,False
8198,person,drafted,the constitution,the constitution,might have proved,a disheartening failure,False
8199,person,drafted,the constitution,the constitution,might have proved,a failure,False
8200,person,drafted,the constitution,the constitution,extended the franchise to,every freeman,False
8201,person,drafted,the constitution,the constitution,did not mean,a negro slave,False
8202,person,drafted,the constitution,montesquieu,praised with,the constitution,False
8203,person,drafted,the constitution,the constitution,does not provide for,citizens,False
8204,person,drafted,the constitution,the constitution,was ignored by,these malcontents,False
8205,person,drafted,the constitution,delegates,refused to sign,the constitution,False
8206,person,drafted,the constitution,every officer,is bound to support,the constitution,False
8207,person,drafted,the constitution,madison,is known as the father of,the constitution,True
8208,person,drafted,the constitution,the constitution,interrupted,the young lady,False
8209,person,drafted,the constitution,the truth,depends upon,the constitution,False
