,text,hypothesis,entailment,tx,tpred,ty,hx,hpred,hy
18498,source top with food,food stuff with source,True,source,top with,food,food,stuff with,source
18499,food be source of source,food be rich in source,True,food,be source of,source,food,be rich in,source
18500,source toss with food,food top with source,True,source,toss with,food,food,top with,source
18501,source be find in food,food be source of source,True,source,be find in,food,food,be source of,source
18502,source stuff with food,source top with food,True,source,stuff with,food,source,top with,food
18503,source roast food,source serve with food,True,source,roast,food,source,serve with,food
18504,food be make from source,source contain food,True,food,be make from,source,source,contain,food
18505,source be derive from food,source make from food,True,source,be derive from,food,source,make from,food
18506,source give food,food be high in source,True,source,give,food,food,be high in,source
18507,source stuff with food,source serve with food,True,source,stuff with,food,source,serve with,food
18508,source be extract from food,source be find in food,True,source,be extract from,food,source,be find in,food
18509,source cover food,source dip food,True,source,cover,food,source,dip,food
18510,food make with source,food be make from source,True,food,make with,source,food,be make from,source
18511,food top with source,source roast food,True,food,top with,source,source,roast,food
18512,source be extract from food,source use food,True,source,be extract from,food,source,use,food
18513,source serve with food,source toss with food,True,source,serve with,food,source,toss with,food
18514,source be make from food,source find in food,True,source,be make from,food,source,find in,food
18515,food contain source,food be rich in source,True,food,contain,source,food,be rich in,source
18516,source be find in food,food be high in source,True,source,be find in,food,food,be high in,source
18517,source be derive from food,food be rich in source,True,source,be derive from,food,food,be rich in,source
18518,source be make from food,source be find in food,True,source,be make from,food,source,be find in,food
18519,source make from food,source be derive from food,True,source,make from,food,source,be derive from,food
18520,food be high in source,food be rich in source,True,food,be high in,source,food,be rich in,source
18521,source make from food,food contain source,True,source,make from,food,food,contain,source
18522,source give food,source lay food,True,source,give,food,source,lay,food
18523,source make from food,source use food,True,source,make from,food,source,use,food
18524,source find in food,food be high in source,True,source,find in,food,food,be high in,source
18525,source roast food,source stuff with food,True,source,roast,food,source,stuff with,food
18526,food be make with source,food make from source,True,food,be make with,source,food,make from,source
18527,food contain source,source be find in food,True,food,contain,source,source,be find in,food
18528,source be make from food,food be rich in source,True,source,be make from,food,food,be rich in,source
18529,source give food,food make with source,True,source,give,food,food,make with,source
18530,source roast food,food top with source,True,source,roast,food,food,top with,source
18531,source come from food,source make from food,True,source,come from,food,source,make from,food
18532,source come from food,food contain source,True,source,come from,food,food,contain,source
18533,source give food,food contain source,True,source,give,food,food,contain,source
18534,source be derive from food,food be high in source,True,source,be derive from,food,food,be high in,source
18535,source toss with food,source top with food,True,source,toss with,food,source,top with,food
