,text,hypothesis,entailment,tx,tpred,ty,hx,hpred,hy
2588,My friend consider liposuction,My friend develop liposuction,False,My friend,consider,liposuction,My friend,develop,liposuction
2589,Democrats be sure of the answer,Democrats be pleased with the answer,False,Democrats,be sure of,the answer,Democrats,be pleased with,the answer
2590,Some of them be generous of their time,Some of them worship god in their time,False,Some of them,be generous of,their time,Some of them,worship god in,their time
2591,Every man carry an enemy,Every man be required to carry an enemy,False,Every man,carry,an enemy,Every man,be required to carry,an enemy
2592,ladies leave the house without their gloves,ladies try to put on their gloves,False,ladies,leave the house without,their gloves,ladies,try to put on,their gloves
2593,Leif grow up with his family,Leif be fascinated with his family,False,Leif,grow up with,his family,Leif,be fascinated with,his family
2594,secured loans be risky for lenders,secured loans be preferable for lenders,False,secured loans,be risky for,lenders,secured loans,be preferable for,lenders
2595,everybody want to drive a Porsche,everybody be a passenger in a Porsche,False,everybody,want to drive,a Porsche,everybody,be a passenger in,a Porsche
2596,a letter exist on the machine,a letter disappear from the machine,False,a letter,exist on,the machine,a letter,disappear from,the machine
2597,Applicants apply for grants,Applicants be offered grants,False,Applicants,apply for,grants,Applicants,be offered,grants
2598,the associates treat people like customers,the associates vote like customers,False,the associates,treat people like,customers,the associates,vote like,customers
2599,Best Actor be gonna go to Mickey Rourke,Best Actor didnt go to Mickey Rourke,False,Best Actor,be gonna go to,Mickey Rourke,Best Actor,didnt go to,Mickey Rourke
2600,This website be a work in progress,This website make a good deal of progress,False,This website,be a work in,progress,This website,make a good deal of,progress
2601,this event be remembered with fireworks,this event bring a sense of fireworks,False,this event,be remembered with,fireworks,this event,bring a sense of,fireworks
2602,Economic development be good for the area,Economic development appeal to the area,False,Economic development,be good for,the area,Economic development,appeal to,the area
2603,The New York Times publish the Pentagon Papers,The New York Times be the editor of the Pentagon Papers,False,The New York Times,publish,the Pentagon Papers,The New York Times,be the editor of,the Pentagon Papers
2604,others want to use touch,others have trouble with touch,False,others,want to use,touch,others,have trouble with,touch
2605,The staff say wonderful thing about him,The staff have the same thought as him,False,The staff,say wonderful thing about,him,The staff,have the same thought as,him
2606,The media go out of their way,The media be put out of their way,False,The media,go out of,their way,The media,be put out of,their way
2607,The clubs meet on Long Island,The clubs meet via Long Island,False,The clubs,meet on,Long Island,The clubs,meet via,Long Island
2608,Moses give to the people of Israel,Moses speak to the people of Israel,False,Moses,give to,the people of Israel,Moses,speak to,the people of Israel
2609,This blow be opposed in the 1950s,This blow be attached in the 1950s,False,This blow,be opposed in,the 1950s,This blow,be attached in,the 1950s
2610,This problem be common for those countries,This problem be desirable for those countries,False,This problem,be common for,those countries,This problem,be desirable for,those countries
2611,Jesus come to take His church,Jesus go with His church,False,Jesus,come to take,His church,Jesus,go with,His church
2612,Gabriel appear before him,Gabriel be the former chairman of him,False,Gabriel,appear before,him,Gabriel,be the former chairman of,him
2613,"Hezbollah have a stockpile of 40,000 rockets","Hezbollah bring a couple of 40,000 rockets",False,Hezbollah,have a stockpile of,"40,000 rockets",Hezbollah,bring a couple of,"40,000 rockets"
2614,The guys tease their fans,The guys miss their fans,False,The guys,tease,their fans,The guys,miss,their fans
2615,Visitors agree to use the web site,Visitors be prohibited from use the web site,False,Visitors,agree to use,the web site,Visitors,be prohibited from use,the web site
2616,somebody come ask for his assistance,somebody be afraid to ask for his assistance,False,somebody,come ask for,his assistance,somebody,be afraid to ask for,his assistance
2617,Jenna shoot Frank,Jenna capture Frank,False,Jenna,shoot,Frank,Jenna,capture,Frank
2618,a lie be removed from reality,a lie be put in reality,False,a lie,be removed from,reality,a lie,be put in,reality
2619,Dulles be the younger brother of John Foster Dulles,Dulles become a close friend of John Foster Dulles,False,Dulles,be the younger brother of,John Foster Dulles,Dulles,become a close friend of,John Foster Dulles
2620,Most users need to use this feature,Most users need more than this feature,False,Most users,need to use,this feature,Most users,need more than,this feature
2621,the lawsuit seek unspecified damages,the lawsuit retain unspecified damages,False,the lawsuit,seek,unspecified damages,the lawsuit,retain,unspecified damages
2623,Most of my family relocate from New York,Most of my family visit from New York,False,Most of my family,relocate from,New York,Most of my family,visit from,New York
2624,this type of malfunction occur in the future,this type of malfunction develop in the future,False,this type of malfunction,occur in,the future,this type of malfunction,develop in,the future
2625,The sounds turn his stomach,The sounds inspire his stomach,False,The sounds,turn,his stomach,The sounds,inspire,his stomach
2626,Florence rest a moment,Florence bow a moment,False,Florence,rest,a moment,Florence,bow,a moment
2627,Everybody know after workout,Everybody win after workout,False,Everybody,know after,workout,Everybody,win after,workout
2628,any soul trust Him,any soul admire Him,False,any soul,trust,Him,any soul,admire,Him
2629,viruses have a beneficial effect on health,viruses be shown to reduce health,False,viruses,have a beneficial effect on,health,viruses,be shown to reduce,health
2630,the colors come from the sunlight,the colors come into the sunlight,False,the colors,come from,the sunlight,the colors,come into,the sunlight
2631,No one be subjected to arbitrary or unlawful interference,No one be safe from arbitrary or unlawful interference,False,No one,be subjected to,arbitrary or unlawful interference,No one,be safe from,arbitrary or unlawful interference
